,country,year,democracy_index,human_development_index
0,AFG,2006,30.6,41.0
1,AFG,2008,30.2,43.1
2,AFG,2010,24.8,44.9
3,AFG,2011,24.8,45.7
4,AFG,2012,24.8,46.7
5,AFG,2013,24.8,47.5
6,AFG,2014,27.7,48.0
7,AFG,2015,27.7,47.9
8,AFG,2016,25.5,48.3
9,AFG,2017,25.5,48.5
10,AFG,2018,29.7,48.6
11,AFG,2019,28.5,49.2
12,AFG,2020,28.5,48.8
13,AFG,2021,3.2,47.3
14,AFG,2022,3.2,46.2
15,AGO,2006,24.1,46.3
16,AGO,2008,33.5,49.2
17,AGO,2010,33.2,51.6
18,AGO,2011,33.2,53.3
19,AGO,2012,33.5,54.5
20,AGO,2013,33.5,55.5
21,AGO,2014,33.5,56.5
22,AGO,2015,33.5,59.1
23,AGO,2016,34.0,59.5
24,AGO,2017,36.2,59.7
25,AGO,2018,36.2,59.8
26,AGO,2019,37.2,59.7
27,AGO,2020,36.6,59.4
28,AGO,2021,33.7,59.0
29,AGO,2022,39.6,59.1
30,ALB,2006,59.1,72.8
31,ALB,2008,59.1,74.7
32,ALB,2010,58.6,76.6
33,ALB,2011,58.1,77.9
34,ALB,2012,56.7,78.9
35,ALB,2013,56.7,79.3
36,ALB,2014,56.7,79.7
37,ALB,2015,59.1,79.7
38,ALB,2016,59.1,79.5
39,ALB,2017,59.8,79.6
40,ALB,2018,59.8,79.7
41,ALB,2019,58.9,80.0
42,ALB,2020,60.8,78.4
43,ALB,2021,61.1,78.5
44,ALB,2022,64.1,78.9
45,ARE,2006,24.2,82.0
46,ARE,2008,26.0,82.7
47,ARE,2010,25.2,82.8
48,ARE,2011,25.8,83.5
49,ARE,2012,25.8,84.1
50,ARE,2013,25.2,84.7
51,ARE,2014,26.4,85.3
52,ARE,2015,27.5,86.0
53,ARE,2016,27.5,86.6
54,ARE,2017,26.9,89.8
55,ARE,2018,27.6,91.7
56,ARE,2019,27.6,93.3
57,ARE,2020,27.0,93.0
58,ARE,2021,29.0,93.1
59,ARE,2022,29.0,93.7
60,ARG,2006,66.3,81.4
61,ARG,2008,66.3,82.5
62,ARG,2010,68.4,83.4
63,ARG,2011,68.4,84.2
64,ARG,2012,68.4,84.4
65,ARG,2013,68.4,84.6
66,ARG,2014,68.4,84.7
67,ARG,2015,70.2,85.0
68,ARG,2016,69.6,84.8
69,ARG,2017,69.6,85.3
70,ARG,2018,70.2,85.2
71,ARG,2019,70.2,85.3
72,ARG,2020,69.5,84.1
73,ARG,2021,68.1,84.4
74,ARG,2022,68.5,84.9
75,ARM,2006,41.5,71.4
76,ARM,2008,40.9,73.3
77,ARM,2010,40.9,73.9
78,ARM,2011,40.9,74.3
79,ARM,2012,40.9,75.1
80,ARM,2013,40.2,75.7
81,ARM,2014,41.3,76.4
82,ARM,2015,40.0,76.9
83,ARM,2016,38.8,77.3
84,ARM,2017,41.1,77.5
85,ARM,2018,47.9,78.1
86,ARM,2019,55.4,78.9
87,ARM,2020,53.5,76.9
88,ARM,2021,54.9,77.4
89,ARM,2022,56.3,78.6
90,AUS,2006,90.9,91.4
91,AUS,2008,90.9,92.0
92,AUS,2010,92.2,92.4
93,AUS,2011,92.2,92.7
94,AUS,2012,92.2,93.1
95,AUS,2013,91.3,92.9
96,AUS,2014,90.1,93.1
97,AUS,2015,90.1,93.3
98,AUS,2016,90.1,93.6
99,AUS,2017,90.9,93.7
100,AUS,2018,90.9,94.1
101,AUS,2019,90.9,94.1
102,AUS,2020,89.6,94.8
103,AUS,2021,89.0,94.9
104,AUS,2022,87.1,94.6
105,AUT,2006,86.9,89.3
106,AUT,2008,84.9,89.9
107,AUT,2010,84.9,90.3
108,AUT,2011,84.9,90.7
109,AUT,2012,86.2,90.9
110,AUT,2013,84.8,90.7
111,AUT,2014,85.4,91.1
112,AUT,2015,85.4,91.0
113,AUT,2016,84.1,91.3
114,AUT,2017,84.2,91.4
115,AUT,2018,82.9,91.7
116,AUT,2019,82.9,92.0
117,AUT,2020,81.6,91.6
118,AUT,2021,80.7,92.0
119,AUT,2022,82.0,92.6
120,AZE,2006,33.1,70.1
121,AZE,2008,31.9,72.3
122,AZE,2010,31.5,73.3
123,AZE,2011,31.5,73.5
124,AZE,2012,31.5,73.9
125,AZE,2013,30.6,74.5
126,AZE,2014,28.3,74.9
127,AZE,2015,27.1,75.1
128,AZE,2016,26.5,75.2
129,AZE,2017,26.5,75.4
130,AZE,2018,26.5,75.7
131,AZE,2019,27.5,76.2
132,AZE,2020,26.8,72.2
133,AZE,2021,26.8,73.8
134,AZE,2022,28.7,76.0
135,BDI,2006,45.1,36.5
136,BDI,2008,45.1,39.0
137,BDI,2010,40.1,40.4
138,BDI,2011,40.1,40.8
139,BDI,2012,36.0,41.2
140,BDI,2013,34.1,41.6
141,BDI,2014,33.3,41.9
142,BDI,2015,24.9,42.0
143,BDI,2016,24.0,42.3
144,BDI,2017,23.3,42.2
145,BDI,2018,23.3,42.1
146,BDI,2019,21.5,42.3
147,BDI,2020,21.4,41.9
148,BDI,2021,21.3,41.9
149,BDI,2022,21.3,42.0
150,BEL,2006,81.5,90.4
151,BEL,2008,81.6,90.9
152,BEL,2010,80.5,91.3
153,BEL,2011,80.5,91.4
154,BEL,2012,80.5,91.5
155,BEL,2013,80.5,91.7
156,BEL,2014,79.3,92.2
157,BEL,2015,79.3,92.4
158,BEL,2016,77.7,92.7
159,BEL,2017,77.8,93.1
160,BEL,2018,77.8,93.3
161,BEL,2019,76.4,93.6
162,BEL,2020,75.1,93.0
163,BEL,2021,75.1,93.8
164,BEL,2022,76.4,94.2
165,BEN,2006,61.6,45.6
166,BEN,2008,60.6,47.0
167,BEN,2010,61.7,48.1
168,BEN,2011,60.6,48.6
169,BEN,2012,60.0,49.4
170,BEN,2013,58.7,50.3
171,BEN,2014,56.5,50.6
172,BEN,2015,57.2,50.9
173,BEN,2016,56.7,50.8
174,BEN,2017,56.1,50.5
175,BEN,2018,57.4,50.6
176,BEN,2019,50.9,50.6
177,BEN,2020,45.8,50.1
178,BEN,2021,41.9,50.2
179,BEN,2022,42.8,50.4
180,BFA,2006,37.2,33.5
181,BFA,2008,36.0,35.2
182,BFA,2010,35.9,37.2
183,BFA,2011,35.9,38.3
184,BFA,2012,35.2,39.3
185,BFA,2013,41.5,39.9
186,BFA,2014,40.9,40.3
187,BFA,2015,47.0,41.3
188,BFA,2016,47.0,42.2
189,BFA,2017,47.5,43.2
190,BFA,2018,47.5,44.3
191,BFA,2019,40.4,44.6
192,BFA,2020,37.3,44.6
193,BFA,2021,38.4,44.5
194,BFA,2022,30.8,43.8
195,BGD,2006,61.1,53.0
196,BGD,2008,55.2,53.5
197,BGD,2010,58.7,55.8
198,BGD,2011,58.6,56.5
199,BGD,2012,58.6,57.5
200,BGD,2013,58.6,57.7
201,BGD,2014,57.8,58.5
202,BGD,2015,57.3,60.4
203,BGD,2016,57.3,61.3
204,BGD,2017,54.3,62.2
205,BGD,2018,55.7,63.6
206,BGD,2019,58.8,64.6
207,BGD,2020,59.9,65.7
208,BGD,2021,59.9,66.2
209,BGD,2022,59.9,67.0
210,BGR,2006,71.0,77.0
211,BGR,2008,70.2,78.2
212,BGR,2010,68.4,79.0
213,BGR,2011,67.8,79.4
214,BGR,2012,67.2,79.8
215,BGR,2013,68.3,80.4
216,BGR,2014,67.3,80.7
217,BGR,2015,71.4,80.9
218,BGR,2016,70.1,81.0
219,BGR,2017,70.3,81.0
220,BGR,2018,70.3,81.1
221,BGR,2019,70.3,81.3
222,BGR,2020,67.1,80.2
223,BGR,2021,66.4,79.6
224,BGR,2022,65.3,79.9
225,BHR,2006,35.3,79.4
226,BHR,2008,33.8,80.3
227,BHR,2010,34.9,80.7
228,BHR,2011,29.2,81.2
229,BHR,2012,25.3,82.7
230,BHR,2013,28.7,83.9
231,BHR,2014,28.7,83.9
232,BHR,2015,27.9,85.9
233,BHR,2016,27.9,86.2
234,BHR,2017,27.1,86.7
235,BHR,2018,27.1,88.0
236,BHR,2019,25.5,88.8
237,BHR,2020,24.9,88.4
238,BHR,2021,25.2,88.4
239,BHR,2022,25.2,88.8
240,BIH,2006,57.8,68.7
241,BIH,2008,57.0,71.4
242,BIH,2010,53.2,71.8
243,BIH,2011,52.4,72.3
244,BIH,2012,51.1,73.5
245,BIH,2013,50.2,74.5
246,BIH,2014,47.8,75.1
247,BIH,2015,48.3,75.7
248,BIH,2016,48.7,76.7
249,BIH,2017,48.7,77.0
250,BIH,2018,49.8,77.4
251,BIH,2019,48.6,78.0
252,BIH,2020,48.4,77.6
253,BIH,2021,50.4,77.6
254,BIH,2022,50.0,77.9
255,BLR,2006,33.4,76.1
256,BLR,2008,33.4,78.2
257,BLR,2010,33.4,79.0
258,BLR,2011,31.6,79.8
259,BLR,2012,30.4,80.5
260,BLR,2013,30.4,80.6
261,BLR,2014,36.9,81.0
262,BLR,2015,36.2,80.9
263,BLR,2016,35.4,80.9
264,BLR,2017,31.3,81.1
265,BLR,2018,31.3,81.2
266,BLR,2019,24.8,81.0
267,BLR,2020,25.9,80.0
268,BLR,2021,24.1,80.1
269,BLR,2022,19.9,80.1
270,BOL,2006,59.8,63.7
271,BOL,2008,61.5,65.1
272,BOL,2010,59.2,66.1
273,BOL,2011,58.4,66.7
274,BOL,2012,58.4,67.3
275,BOL,2013,57.9,68.1
276,BOL,2014,57.9,68.3
277,BOL,2015,57.5,68.8
278,BOL,2016,56.3,70.0
279,BOL,2017,54.9,70.7
280,BOL,2018,57.0,71.2
281,BOL,2019,48.4,71.5
282,BOL,2020,50.8,69.1
283,BOL,2021,46.5,69.1
284,BOL,2022,45.1,69.8
285,BRA,2006,73.8,70.1
286,BRA,2008,73.8,71.4
287,BRA,2010,71.2,72.2
288,BRA,2011,71.2,72.7
289,BRA,2012,71.2,73.2
290,BRA,2013,71.2,75.0
291,BRA,2014,73.8,75.3
292,BRA,2015,69.6,75.2
293,BRA,2016,69.0,75.3
294,BRA,2017,68.6,75.8
295,BRA,2018,69.7,76.2
296,BRA,2019,68.6,76.4
297,BRA,2020,69.2,75.8
298,BRA,2021,68.6,75.6
299,BRA,2022,67.8,76.0
300,BTN,2010,46.8,58.2
301,BTN,2011,45.7,59.1
302,BTN,2012,46.5,59.7
303,BTN,2013,48.2,60.4
304,BTN,2014,48.7,61.5
305,BTN,2015,49.3,62.5
306,BTN,2016,49.3,63.5
307,BTN,2017,50.8,64.4
308,BTN,2018,53.0,65.5
309,BTN,2019,53.0,66.8
310,BTN,2020,57.1,67.5
311,BTN,2021,57.1,67.7
312,BTN,2022,55.4,68.1
313,BWA,2006,76.0,61.5
314,BWA,2008,74.7,63.7
315,BWA,2010,76.3,65.2
316,BWA,2011,76.3,66.0
317,BWA,2012,78.5,66.4
318,BWA,2013,79.8,67.6
319,BWA,2014,78.7,68.3
320,BWA,2015,78.7,68.8
321,BWA,2016,78.7,69.7
322,BWA,2017,78.1,70.5
323,BWA,2018,78.1,70.0
324,BWA,2019,78.1,70.3
325,BWA,2020,76.2,70.1
326,BWA,2021,77.3,68.0
327,BWA,2022,77.3,70.8
328,CAF,2006,16.1,33.3
329,CAF,2008,18.6,34.5
330,CAF,2010,18.2,35.7
331,CAF,2011,18.2,36.5
332,CAF,2012,19.9,37.2
333,CAF,2013,14.9,35.2
334,CAF,2014,14.9,35.4
335,CAF,2015,15.7,36.7
336,CAF,2016,16.1,37.3
337,CAF,2017,15.2,37.9
338,CAF,2018,15.2,38.6
339,CAF,2019,13.2,39.1
340,CAF,2020,13.2,38.9
341,CAF,2021,14.3,38.7
342,CAF,2022,13.5,38.7
343,CAN,2006,90.7,90.7
344,CAN,2008,90.7,90.9
345,CAN,2010,90.8,91.1
346,CAN,2011,90.8,91.4
347,CAN,2012,90.8,92.1
348,CAN,2013,90.8,92.3
349,CAN,2014,90.8,92.5
350,CAN,2015,90.8,92.7
351,CAN,2016,91.5,92.8
352,CAN,2017,91.5,92.9
353,CAN,2018,91.5,93.0
354,CAN,2019,92.2,93.2
355,CAN,2020,92.4,92.8
356,CAN,2021,88.7,93.4
357,CAN,2022,88.8,93.5
358,CHE,2006,90.2,91.3
359,CHE,2008,91.5,92.6
360,CHE,2010,90.9,94.0
361,CHE,2011,90.9,94.0
362,CHE,2012,90.9,94.3
363,CHE,2013,90.9,94.7
364,CHE,2014,90.9,95.1
365,CHE,2015,90.9,95.2
366,CHE,2016,90.9,95.4
367,CHE,2017,90.3,95.5
368,CHE,2018,90.3,95.7
369,CHE,2019,90.3,96.0
370,CHE,2020,88.3,95.7
371,CHE,2021,89.0,96.5
372,CHE,2022,91.4,96.7
373,CHL,2006,78.9,79.6
374,CHL,2008,78.9,81.2
375,CHL,2010,76.7,81.3
376,CHL,2011,75.4,81.6
377,CHL,2012,75.4,82.4
378,CHL,2013,78.0,83.7
379,CHL,2014,78.0,84.1
380,CHL,2015,78.4,84.6
381,CHL,2016,77.8,85.1
382,CHL,2017,78.4,85.4
383,CHL,2018,79.7,85.6
384,CHL,2019,80.8,85.9
385,CHL,2020,82.8,84.9
386,CHL,2021,79.2,85.6
387,CHL,2022,82.2,86.0
388,CHN,2006,29.7,65.6
389,CHN,2008,30.4,67.8
390,CHN,2010,31.4,69.8
391,CHN,2011,31.4,70.6
392,CHN,2012,30.0,71.5
393,CHN,2013,30.0,72.3
394,CHN,2014,30.0,73.2
395,CHN,2015,31.4,74.1
396,CHN,2016,31.4,74.9
397,CHN,2017,31.0,75.7
398,CHN,2018,33.2,76.6
399,CHN,2019,22.6,77.5
400,CHN,2020,22.7,78.1
401,CHN,2021,22.1,78.5
402,CHN,2022,19.4,78.8
403,CIV,2006,33.8,45.5
404,CIV,2008,32.7,46.1
405,CIV,2010,30.2,47.0
406,CIV,2011,30.8,46.8
407,CIV,2012,32.5,47.4
408,CIV,2013,32.5,48.0
409,CIV,2014,35.3,49.9
410,CIV,2015,33.1,50.1
411,CIV,2016,38.1,50.6
412,CIV,2017,39.3,51.5
413,CIV,2018,41.5,52.2
414,CIV,2019,40.5,52.9
415,CIV,2020,41.1,53.0
416,CIV,2021,42.2,53.0
417,CIV,2022,42.2,53.4
418,CMR,2006,32.7,46.0
419,CMR,2008,34.6,48.7
420,CMR,2010,34.1,51.5
421,CMR,2011,34.1,52.4
422,CMR,2012,34.4,53.5
423,CMR,2013,34.1,54.4
424,CMR,2014,34.1,55.3
425,CMR,2015,36.6,56.2
426,CMR,2016,34.6,56.6
427,CMR,2017,36.1,57.4
428,CMR,2018,32.8,58.1
429,CMR,2019,28.5,58.6
430,CMR,2020,27.7,58.5
431,CMR,2021,25.6,58.1
432,CMR,2022,25.6,58.7
433,COD,2006,27.6,39.7
434,COD,2008,22.8,41.0
435,COD,2010,21.5,42.4
436,COD,2011,21.5,43.2
437,COD,2012,19.2,43.4
438,COD,2013,18.3,44.0
439,COD,2014,17.5,45.0
440,COD,2015,21.1,45.7
441,COD,2016,19.3,46.6
442,COD,2017,16.1,46.9
443,COD,2018,14.9,47.4
444,COD,2019,11.3,47.6
445,COD,2020,11.3,47.7
446,COD,2021,14.0,47.5
447,COD,2022,14.8,48.1
448,COG,2006,31.9,55.2
449,COG,2008,29.4,56.1
450,COG,2010,28.9,58.1
451,COG,2011,28.9,58.4
452,COG,2012,28.9,59.5
453,COG,2013,28.9,60.0
454,COG,2014,28.9,60.9
455,COG,2015,29.1,61.0
456,COG,2016,29.1,60.6
457,COG,2017,32.5,60.0
458,COG,2018,33.1,60.3
459,COG,2019,31.1,59.6
460,COG,2020,31.1,59.8
461,COG,2021,27.9,59.8
462,COG,2022,27.9,59.3
463,COL,2006,64.0,70.3
464,COL,2008,65.4,72.2
465,COL,2010,65.5,73.2
466,COL,2011,66.3,73.8
467,COL,2012,66.3,73.9
468,COL,2013,65.5,75.0
469,COL,2014,65.5,75.5
470,COL,2015,66.2,75.8
471,COL,2016,66.7,76.3
472,COL,2017,66.7,76.5
473,COL,2018,69.6,76.6
474,COL,2019,71.3,76.8
475,COL,2020,70.4,75.6
476,COL,2021,64.8,75.2
477,COL,2022,67.2,75.8
478,COM,2006,39.0,49.7
479,COM,2008,35.8,51.0
480,COM,2010,34.1,52.4
481,COM,2011,35.2,53.2
482,COM,2012,35.2,53.8
483,COM,2013,35.2,54.6
484,COM,2014,35.2,55.1
485,COM,2015,37.1,55.6
486,COM,2016,37.1,56.3
487,COM,2017,37.1,57.1
488,COM,2018,37.1,57.8
489,COM,2019,31.5,58.4
490,COM,2020,30.9,58.8
491,COM,2021,32.0,58.5
492,COM,2022,32.0,58.6
493,CPV,2006,74.3,63.3
494,CPV,2008,78.1,64.3
495,CPV,2010,79.4,64.9
496,CPV,2011,79.2,65.7
497,CPV,2012,79.2,65.7
498,CPV,2013,79.2,66.4
499,CPV,2014,78.1,66.3
500,CPV,2015,78.1,65.8
501,CPV,2016,79.4,66.4
502,CPV,2017,78.8,66.8
503,CPV,2018,78.8,66.4
504,CPV,2019,77.8,66.7
505,CPV,2020,76.5,64.9
506,CPV,2021,76.5,65.0
507,CPV,2022,76.5,66.1
508,CRI,2006,80.4,74.5
509,CRI,2008,80.4,76.2
510,CRI,2010,80.4,76.9
511,CRI,2011,81.0,77.8
512,CRI,2012,81.0,78.2
513,CRI,2013,80.3,78.7
514,CRI,2014,80.3,79.0
515,CRI,2015,79.6,79.2
516,CRI,2016,78.8,79.6
517,CRI,2017,78.8,80.0
518,CRI,2018,80.7,80.4
519,CRI,2019,81.3,81.1
520,CRI,2020,81.6,81.1
521,CRI,2021,80.7,80.4
522,CRI,2022,82.9,80.6
523,CUB,2006,35.2,76.1
524,CUB,2008,35.2,78.4
525,CUB,2010,35.2,77.9
526,CUB,2011,35.2,77.6
527,CUB,2012,35.2,77.1
528,CUB,2013,35.2,76.6
529,CUB,2014,35.2,76.6
530,CUB,2015,35.2,76.5
531,CUB,2016,34.6,76.3
532,CUB,2017,33.1,76.4
533,CUB,2018,30.0,76.5
534,CUB,2019,28.4,76.6
535,CUB,2020,28.4,75.9
536,CUB,2021,25.9,74.2
537,CUB,2022,26.5,76.4
538,CYP,2006,76.0,83.9
539,CYP,2008,77.0,85.3
540,CYP,2010,72.9,85.9
541,CYP,2011,72.9,86.3
542,CYP,2012,72.9,86.2
543,CYP,2013,72.9,86.3
544,CYP,2014,74.0,86.7
545,CYP,2015,75.3,87.4
546,CYP,2016,76.5,88.1
547,CYP,2017,75.9,89.1
548,CYP,2018,75.9,89.6
549,CYP,2019,75.9,90.1
550,CYP,2020,75.6,90.0
551,CYP,2021,74.3,90.1
552,CYP,2022,73.8,90.7
553,CZE,2006,81.7,85.6
554,CZE,2008,81.9,86.5
555,CZE,2010,81.9,87.2
556,CZE,2011,81.9,87.6
557,CZE,2012,81.9,87.8
558,CZE,2013,80.6,88.4
559,CZE,2014,79.4,88.9
560,CZE,2015,79.4,89.1
561,CZE,2016,78.2,89.4
562,CZE,2017,76.2,89.6
563,CZE,2018,76.9,89.3
564,CZE,2019,76.9,89.6
565,CZE,2020,76.7,89.1
566,CZE,2021,77.4,89.1
567,CZE,2022,79.7,89.5
568,DEU,2006,88.2,92.0
569,DEU,2008,88.2,92.6
570,DEU,2010,83.8,92.9
571,DEU,2011,83.4,93.5
572,DEU,2012,83.4,93.7
573,DEU,2013,83.1,93.8
574,DEU,2014,86.4,94.2
575,DEU,2015,86.4,94.1
576,DEU,2016,86.3,94.1
577,DEU,2017,86.1,94.4
578,DEU,2018,86.8,94.6
579,DEU,2019,86.8,95.1
580,DEU,2020,86.7,94.8
581,DEU,2021,86.7,94.8
582,DEU,2022,88.0,95.0
583,DJI,2006,23.7,38.4
584,DJI,2008,23.7,40.1
585,DJI,2010,22.0,42.2
586,DJI,2011,26.8,43.2
587,DJI,2012,27.4,44.4
588,DJI,2013,29.6,45.3
589,DJI,2014,29.9,46.3
590,DJI,2015,29.0,47.3
591,DJI,2016,28.3,48.2
592,DJI,2017,27.6,49.1
593,DJI,2018,28.7,49.9
594,DJI,2019,27.7,50.8
595,DJI,2020,27.1,51.2
596,DJI,2021,27.4,51.2
597,DJI,2022,27.4,51.5
598,DNK,2006,95.2,91.1
599,DNK,2008,95.2,91.5
600,DNK,2010,95.2,91.3
601,DNK,2011,95.2,92.7
602,DNK,2012,95.2,93.1
603,DNK,2013,93.8,93.3
604,DNK,2014,91.1,93.2
605,DNK,2015,91.1,93.6
606,DNK,2016,92.0,94.3
607,DNK,2017,92.2,94.4
608,DNK,2018,92.2,94.2
609,DNK,2019,92.2,94.6
610,DNK,2020,91.5,94.6
611,DNK,2021,90.9,94.7
612,DNK,2022,92.8,95.2
613,DOM,2006,61.3,68.4
614,DOM,2008,62.0,69.7
615,DOM,2010,62.0,70.7
616,DOM,2011,62.0,71.2
617,DOM,2012,64.9,71.8
618,DOM,2013,67.4,72.2
619,DOM,2014,66.7,72.8
620,DOM,2015,66.7,73.9
621,DOM,2016,66.7,75.9
622,DOM,2017,66.6,76.1
623,DOM,2018,65.4,76.3
624,DOM,2019,65.4,76.5
625,DOM,2020,63.2,76.0
626,DOM,2021,64.5,75.6
627,DOM,2022,63.9,76.6
628,DZA,2006,31.7,69.6
629,DZA,2008,33.2,70.9
630,DZA,2010,34.4,72.1
631,DZA,2011,34.4,72.5
632,DZA,2012,38.3,72.6
633,DZA,2013,38.3,72.9
634,DZA,2014,38.3,73.2
635,DZA,2015,39.5,73.6
636,DZA,2016,35.6,73.8
637,DZA,2017,35.6,73.8
638,DZA,2018,35.0,74.0
639,DZA,2019,40.1,74.2
